,logFC,AveExpr,t,adj.P.Val,B,EntrezID,symbols,P.Value,Rank_1,HPO_Freq,NewP.value,Rank_2,Rank_1-Rank2
219729_at,0.050058664,6.777587978,0.736800196,0.853776073,-5.579554555,51450,PRRX2,0.469283103,14202,0,0.469283103,14897,-695
238025_at,0.079092576,7.672614075,0.736776791,0.853776073,-5.579570656,197259,MLKL,0.469297044,14203,0,0.469297044,14898,-695
206624_at,-0.548733371,5.167102454,-0.736750911,0.853776073,-5.579588459,8287,USP9Y,0.469312459,14204,0,0.469312459,14899,-695
1557963_at,-0.043116409,3.745272092,-0.736668311,0.853776073,-5.579645275,9578,CDC42BPB,0.469361661,14205,0,0.469361661,14900,-695
202264_s_at,0.049936405,8.863816464,0.736521421,0.853806571,-5.579746299,10452,TOMM40,0.469449166,14206,0,0.469449166,14901,-695
231455_at,-0.035493824,2.892366912,-0.736301282,0.85390309,-5.579897664,400941,LINC00487,0.469580324,14208,0,0.469580324,14902,-694
1556834_at,0.041866708,3.075358917,0.735989911,0.854070071,-5.580111687,100652770,DSG2-AS1,0.469765875,14209,0,0.469765875,14903,-694
236044_at,-0.041776179,3.46866807,-0.735919691,0.854073073,-5.580159941,196051,PLPP4,0.469807727,14210,0,0.469807727,14904,-694
225347_at,0.041328199,6.782510599,0.735784941,0.854073073,-5.580252527,127829,ARL8A,0.469888044,14211,0,0.469888044,14905,-694
40465_at,-0.037760773,8.375964182,-0.735783426,0.854073073,-5.580253568,9416,DDX23,0.469888947,14212,0,0.469888947,14906,-694
238424_at,0.048619079,6.166466895,0.735766773,0.854073073,-5.580265009,161823,ADAL,0.469898874,14213,0,0.469898874,14907,-694
220376_at,0.031311137,3.033887687,0.735444625,0.854151431,-5.580486285,64922,LRRC19,0.470090925,14215,0,0.470090925,14908,-693
217376_at,0.053890872,4.239526658,0.735416909,0.854151431,-5.580505318,100289473,LOC100289473,0.470107451,14216,0,0.470107451,14909,-693
225370_at,-0.04622044,7.231418474,-0.735289635,0.854175776,-5.580592712,90780,PYGO2,0.470183341,14217,0,0.470183341,14910,-693
229638_at,-0.031813891,3.128373875,-0.735177281,0.854269108,-5.580669848,79191,IRX3,0.47025034,14218,0,0.47025034,14911,-693
207718_x_at,0.047505134,4.435513147,0.735108547,0.854273618,-5.580717032,1549,CYP2A7,0.47029133,14219,0,0.47029133,14912,-693
1557685_at,-0.053794198,3.592402694,-0.73486098,0.854384711,-5.580886944,100507117,ASAP1-IT2,0.470438989,14221,0,0.470438989,14913,-692
202587_s_at,0.072545029,5.866467602,0.734771658,0.85443218,-5.580948235,203,AK1,0.470492271,14222,0,0.470492271,14914,-692
220627_at,-0.029595944,5.108923231,-0.734643453,0.85443218,-5.581036195,10047,CST8,0.470568753,14223,0,0.470568753,14915,-692
205627_at,-0.103065981,4.78542405,-0.73458974,0.85443218,-5.581073042,978,CDA,0.470600798,14224,0,0.470600798,14916,-692
224415_s_at,0.043325306,9.513043203,0.7345814,0.85443218,-5.581078763,84681,HINT2,0.470605774,14225,0,0.470605774,14917,-692
1566646_at,0.039481241,5.2947885,0.734467017,0.854438889,-5.581157221,149086,LINC01225,0.47067402,14226,0,0.47067402,14918,-692
1555238_at,0.046834052,6.78621539,0.73444232,0.854438889,-5.581174159,113091,PTH2,0.470688755,14227,0,0.470688755,14919,-692
232992_at,0.038782054,4.595792354,0.734434682,0.854438889,-5.581179398,55776,SAYSD1,0.470693313,14228,0,0.470693313,14920,-692
218979_at,-0.052562222,8.807783601,-0.734418054,0.854438889,-5.581190802,80010,RMI1,0.470703234,14229,0,0.470703234,14921,-692
227011_at,-0.051139604,5.862785886,-0.734184351,0.854520354,-5.581351058,79894,ZNF672,0.470842695,14230,0,0.470842695,14922,-692
235569_at,0.032174283,6.383129536,0.734170284,0.854520354,-5.581360702,155382,VPS37D,0.47085109,14231,0,0.47085109,14923,-692
224003_at,-0.05080015,5.816462298,-0.734124743,0.854520354,-5.581391925,83869,TTTY14,0.47087827,14232,0,0.47087827,14924,-692
204114_at,0.048993613,3.318258981,0.733917226,0.854553429,-5.581534173,22795,NID2,0.47100213,14234,0,0.47100213,14925,-691
220306_at,0.224761764,6.204721775,0.733897615,0.854553429,-5.581547614,54855,FAM46C,0.471013836,14235,0,0.471013836,14926,-691
225074_at,0.044818692,8.54359655,0.73383722,0.854553429,-5.581589005,84932,RAB2B,0.471049888,14236,0,0.471049888,14927,-691
228718_at,-0.087842403,5.627966121,-0.733704275,0.854553429,-5.581680107,51710,ZNF44,0.471129254,14237,0,0.471129254,14928,-691
217436_x_at,0.059836489,11.29065265,0.733554778,0.854553429,-5.581782532,3137,HLA-J,0.47121851,14238,0,0.47121851,14929,-691
236400_at,-0.07059733,5.897773125,-0.733546138,0.854553429,-5.581788451,100507475,IDH1-AS1,0.471223669,14239,0,0.471223669,14930,-691
1569783_at,-0.049404591,3.066500853,-0.733479557,0.854553429,-5.58183406,401387,LRRD1,0.471263424,14240,0,0.471263424,14931,-691
214288_s_at,-0.02678593,12.24022761,-0.733389626,0.854553429,-5.581895659,5689,PSMB1,0.471317124,14241,0,0.471317124,14932,-691
219298_at,-0.151745788,6.299551739,-0.733254489,0.854553429,-5.581988209,79746,ECHDC3,0.471397825,14243,0,0.471397825,14933,-690
238866_at,-0.051054548,6.890197022,-0.733187671,0.854560003,-5.582033964,374920,ZSWIM9,0.471437731,14244,0,0.471437731,14934,-690
226796_at,0.062853015,6.379040481,0.73235247,0.854918139,-5.582605552,116236,ABHD15,0.471936703,14245,0,0.471936703,14935,-690
1563533_at,0.048645337,3.142140505,0.732208014,0.854960584,-5.582704351,339896,GADL1,0.472023037,14246,0,0.472023037,14936,-690
226559_at,-0.045064701,5.217221031,-0.732125402,0.854960584,-5.582760844,389792,IER5L,0.472072414,14247,0,0.472072414,14937,-690
1560746_at,-0.035432773,2.766564918,-0.732045011,0.854960584,-5.582815813,374987,NEXN-AS1,0.472120466,14249,0,0.472120466,14938,-689
206707_x_at,0.09369154,7.528371988,0.731924174,0.854960584,-5.582898426,9750,RIPOR2,0.4721927,14250,0,0.4721927,14939,-689
236579_at,0.051705502,4.327746375,0.731784035,0.855062508,-5.58299422,100506237,NKX2-1-AS1,0.472276481,14251,0,0.472276481,14940,-689
228346_at,0.072929861,6.102886242,0.731674271,0.855100429,-5.583069238,284391,ZNF844,0.472342107,14252,0,0.472342107,14941,-689
235533_at,-0.060559299,5.209437243,-0.731634356,0.855100429,-5.583096516,90639,COX19,0.472365974,14253,0,0.472365974,14942,-689
234424_at,-0.039967233,3.601547264,-0.731632716,0.855100429,-5.583097636,105377776,LOC105377776,0.472366954,14254,0,0.472366954,14943,-689
231569_at,0.039048384,3.503932139,0.731608547,0.855100429,-5.583114152,203562,TMEM31,0.472381406,14255,0,0.472381406,14944,-689
206873_at,-0.036517674,4.052899007,-0.73132625,0.8551416,-5.583307023,765,CA6,0.472550222,14256,0,0.472550222,14945,-689
210147_at,0.036657671,2.883813011,0.731275824,0.8551416,-5.583341468,419,ART3,0.472580381,14258,0,0.472580381,14946,-688
234514_at,0.041422505,4.445867951,0.731027908,0.855206432,-5.583510779,6725,SRMS,0.472728672,14259,0,0.472728672,14947,-688
231540_at,0.05430961,4.154500754,0.730982396,0.855206432,-5.583541855,100130691,LOC100130691,0.472755898,14260,0,0.472755898,14948,-688
228729_at,-0.045997788,8.711779595,-0.730935287,0.855206432,-5.58357402,891,CCNB1,0.472784081,14261,0,0.472784081,14949,-688
1557863_at,-0.037771004,3.275560097,-0.730390436,0.855457863,-5.583945885,101928388,PLA2G4E-AS1,0.473110102,14264,0,0.473110102,14950,-686
200770_s_at,0.113912419,8.134403266,0.730278733,0.85546288,-5.584022091,3915,LAMC1,0.473176959,14265,0,0.473176959,14951,-686
206219_s_at,-0.051762537,8.135225681,-0.729953461,0.855618239,-5.584243935,7409,VAV1,0.473371671,14267,0,0.473371671,14952,-685
200681_at,-0.051394488,11.11928075,-0.729915342,0.855631203,-5.584269926,2739,GLO1,0.473394492,14268,0,0.473394492,14953,-685
222403_at,-0.052326912,7.777248081,-0.729759016,0.855743797,-5.584376506,23788,MTCH2,0.473488091,14270,0,0.473488091,14954,-684
219157_at,0.062310833,8.322548797,0.729713429,0.855764844,-5.584407582,11275,KLHL2,0.473515388,14271,0,0.473515388,14955,-684
1555994_at,-0.040845937,5.07011611,-0.729568822,0.855798555,-5.584506146,100874195,DIAPH3-AS1,0.473601981,14272,0,0.473601981,14956,-684
203717_at,0.17675227,4.908171553,0.729266044,0.855847141,-5.584712461,1803,DPP4,0.473783323,14274,0,0.473783323,14957,-683
1569805_at,0.056475731,5.430755636,0.729258268,0.855847141,-5.584717759,101927274,LINC02071,0.473787981,14275,0,0.473787981,14958,-683
213341_at,0.070711196,7.348103255,0.729169754,0.855847141,-5.584778057,56929,FEM1C,0.473841002,14277,0,0.473841002,14959,-682
233896_s_at,-0.045794601,5.406159838,-0.729164541,0.855847141,-5.584781608,89932,PAPLN,0.473844125,14278,0,0.473844125,14960,-682
1556460_a_at,-0.036222756,4.050068383,-0.729005626,0.855847141,-5.584889847,100689073,ARHGAP22-IT1,0.473939327,14279,0,0.473939327,14961,-682
222173_s_at,0.057213035,4.819950498,0.728984041,0.855847141,-5.584904547,55357,TBC1D2,0.473952259,14280,0,0.473952259,14962,-682
233905_at,-0.053027601,5.015575892,-0.728944609,0.85585419,-5.584931401,140732,SUN5,0.473975883,14281,0,0.473975883,14963,-682
208463_at,-0.050242563,4.102180123,-0.72875075,0.85585419,-5.585063399,2557,GABRA4,0.474092039,14282,0,0.474092039,14964,-682
204812_at,-0.072695303,8.006846223,-0.728476367,0.85585419,-5.58525017,9183,ZW10,0.474256473,14284,0,0.474256473,14965,-681
220335_x_at,-0.0680479,6.883414072,-0.728448357,0.85585419,-5.585269233,23491,CES3,0.474273261,14285,0,0.474273261,14966,-681
235246_at,-0.038123444,3.949795539,-0.728390482,0.85585419,-5.585308618,349136,WDR86,0.474307949,14286,0,0.474307949,14967,-681
220110_s_at,0.061426763,4.173053301,0.72755501,0.85585419,-5.585876846,56000,NXF3,0.474808873,14287,0,0.474808873,14968,-681
220847_x_at,0.03673189,4.03731052,0.727511303,0.85585419,-5.585906555,7638,ZNF221,0.474835086,14289,0,0.474835086,14969,-680
237894_at,0.03468334,5.158435649,0.727321842,0.85585419,-5.58603532,152065,C3orf22,0.474948729,14292,0,0.474948729,14970,-678
1562386_s_at,0.046023908,3.650405748,0.727155449,0.85585419,-5.58614838,115560,ZNF501,0.475048547,14293,0,0.475048547,14971,-678
1554577_a_at,0.028987029,10.07503898,0.727146261,0.85585419,-5.586154623,5716,PSMD10,0.47505406,14294,0,0.47505406,14972,-678
228312_at,-0.053844051,6.1139689,-0.727128316,0.85585419,-5.586166814,221476,PI16,0.475064825,14295,0,0.475064825,14973,-678
203559_s_at,-0.036316299,3.936610724,-0.727050819,0.85585419,-5.586219462,26,AOC1,0.475111321,14296,0,0.475111321,14974,-678
221100_at,0.047560134,6.163065574,0.72702448,0.85585419,-5.586237354,29113,C6orf15,0.475127124,14297,0,0.475127124,14975,-678
200775_s_at,0.034258642,12.7048128,0.726962539,0.85585419,-5.586279428,3190,HNRNPK,0.475164289,14298,0,0.475164289,14976,-678
205918_at,-0.055262337,5.084164518,-0.726931541,0.85585419,-5.586300482,6508,SLC4A3,0.475182888,14299,0,0.475182888,14977,-678
213253_at,-0.045872864,8.168863914,-0.726887749,0.85585419,-5.586330226,10592,SMC2,0.475209166,14300,0,0.475209166,14978,-678
228606_at,0.050752278,8.516240299,0.726789367,0.85585419,-5.586397039,255758,TCTEX1D2,0.475268202,14301,0,0.475268202,14979,-678
235715_at,0.03881344,4.549057718,0.726704446,0.85585419,-5.586454704,399833,SPRNP1,0.475319165,14302,0,0.475319165,14980,-678
212912_at,-0.141149312,5.716855056,-0.726639964,0.85585419,-5.586498486,6196,RPS6KA2,0.475357863,14304,0,0.475357863,14981,-677
226737_at,-0.042199783,6.974731281,-0.726489161,0.85585419,-5.586600863,284439,SLC25A42,0.475448375,14305,0,0.475448375,14982,-677
243884_at,-0.043242137,3.231908305,-0.726419042,0.85585419,-5.586648458,122046,TEX26,0.475490463,14306,0,0.475490463,14983,-677
222507_s_at,0.073566281,8.390060808,0.726289625,0.85585419,-5.586736293,56674,TMEM9B,0.475568151,14308,0,0.475568151,14984,-676
205666_at,-0.043947091,4.127906382,-0.726288509,0.85585419,-5.586737051,2326,FMO1,0.475568821,14309,0,0.475568821,14985,-676
207195_at,0.024624726,3.155469474,0.726217052,0.85585419,-5.586785542,27255,CNTN6,0.47561172,14310,0,0.47561172,14986,-676
202078_at,0.04029448,9.848706548,0.726140066,0.85585419,-5.58683778,8533,COPS3,0.475657939,14311,0,0.475657939,14987,-676
1553775_at,0.033101539,5.021867684,0.725891358,0.85585419,-5.587006502,152048,LOC152048,0.475807274,14312,0,0.475807274,14988,-676
236273_at,0.053244353,3.693162009,0.725849651,0.85585419,-5.587034791,55672,NBPF1,0.47583232,14314,0,0.47583232,14989,-675
207944_at,-0.049147966,3.756715676,-0.725731546,0.855911488,-5.587114889,4951,OCM2,0.475903246,14315,0,0.475903246,14990,-675
214418_at,-0.028900117,3.688585863,-0.725665177,0.855936758,-5.587159894,196993,CT62,0.475943106,14316,0,0.475943106,14991,-675
216716_at,-0.051715329,5.003085043,-0.725520785,0.856015059,-5.587257796,28,ABO,0.476029833,14317,0,0.476029833,14992,-675
209537_at,0.085277523,7.692765745,0.725512896,0.856015059,-5.587263144,2135,EXTL2,0.476034572,14318,0,0.476034572,14993,-675
230756_at,0.038705355,6.51428762,0.725439625,0.856015059,-5.587312815,257101,ZNF683,0.476078584,14319,0,0.476078584,14994,-675
1564203_at,0.050300505,4.203231978,0.725305025,0.856044242,-5.587404051,147004,LOC147004,0.476159442,14320,0,0.476159442,14995,-675
1561609_at,-0.051472494,2.970075505,-0.725093618,0.85619272,-5.587547316,101927797,MIR548XHG,0.476286456,14321,0,0.476286456,14996,-675
237368_at,-0.038386139,4.021946282,-0.724996038,0.856237228,-5.587613429,339883,C3orf35,0.476345089,14322,0,0.476345089,14997,-675
1552998_at,0.041698905,3.72474581,0.724818664,0.85631456,-5.587733585,245938,DEFB125,0.47645168,14323,0,0.47645168,14998,-675
214564_s_at,0.041459201,3.752576906,0.72465315,0.85631456,-5.587845681,5098,PCDHGC3,0.476551155,14324,0,0.476551155,14999,-675
1555379_at,0.033772615,4.169946762,0.724458567,0.856387697,-5.587977434,348378,SHISAL2A,0.476668117,14326,0,0.476668117,15000,-674
206361_at,-0.059038375,5.602517379,-0.724410554,0.856387697,-5.588009939,11251,PTGDR2,0.47669698,14327,0,0.47669698,15001,-674
225695_at,-0.036220646,7.273648486,-0.724360891,0.856387697,-5.588043558,54978,SLC35F6,0.476726836,14328,0,0.476726836,15002,-674
228805_at,-0.04137192,7.424495247,-0.724353543,0.856387697,-5.588048532,375484,SIMC1,0.476731254,14329,0,0.476731254,15003,-674
208985_s_at,0.037548869,10.00659196,0.724335561,0.856387697,-5.588060704,8669,EIF3J,0.476742064,14330,0,0.476742064,15004,-674
218461_at,-0.036203553,9.275784905,-0.72375748,0.856471502,-5.588451864,51184,GPN3,0.477089675,14332,0,0.477089675,15005,-673
235919_at,0.090858294,6.924479933,0.723582396,0.856471502,-5.588570276,84131,CEP78,0.477194985,14334,0,0.477194985,15006,-672
219983_at,0.036466606,3.288244497,0.723391334,0.856471502,-5.588699464,57110,HRASLS,0.477309922,14336,0,0.477309922,15007,-671
207066_at,-0.045813317,4.905181737,-0.723344874,0.856471502,-5.588730873,3270,HRC,0.477337873,14337,0,0.477337873,15008,-671
244723_at,-0.037606634,3.100686713,-0.723191388,0.856493361,-5.588834624,123876,ACSM2A,0.47743022,14338,0,0.47743022,15009,-671
222856_at,0.044187712,5.897712251,0.722648171,0.856493361,-5.58920165,8862,APLN,0.477757139,14340,0,0.477757139,15010,-670
1561506_at,-0.047448661,4.635698241,-0.722639055,0.856493361,-5.589207808,101928040,BARX1-AS1,0.477762626,14341,0,0.477762626,15011,-670
220312_at,-0.044208183,4.721839983,-0.722610879,0.856493361,-5.589226837,54854,FAM83E,0.477779586,14342,0,0.477779586,15012,-670
210143_at,0.028794574,3.448802155,0.722429379,0.856493361,-5.589349404,11199,ANXA10,0.477888849,14343,0,0.477888849,15013,-670
240912_x_at,0.056289816,4.520690356,0.722355431,0.856493361,-5.589399333,283673,EWSAT1,0.47793337,14344,0,0.47793337,15014,-670
226866_at,-0.034840847,8.946311082,-0.722343449,0.856493361,-5.589407422,114799,ESCO1,0.477940584,14345,0,0.477940584,15015,-670
227114_at,-0.058556063,6.496544253,-0.7223396,0.856493361,-5.589410021,257160,RNF214,0.477942901,14346,0,0.477942901,15016,-670
235006_at,0.072225287,7.794760826,0.722128906,0.856493361,-5.589552249,91368,CDKN2AIPNL,0.478069765,14347,0,0.478069765,15017,-670
236351_at,-0.046154475,3.527035722,-0.722088598,0.856508782,-5.589579454,389023,DPP10-AS1,0.478094038,14348,0,0.478094038,15018,-670
226589_at,0.120732685,7.431413655,0.721871267,0.856537788,-5.589726114,201931,TMEM192,0.478224923,14349,0,0.478224923,15019,-670
218097_s_at,-0.050793502,10.108352,-0.721785376,0.856537788,-5.589784063,79004,CUEDC2,0.478276655,14350,0,0.478276655,15020,-670
231173_at,-0.065977498,3.840269688,-0.721755342,0.856537788,-5.589804325,79912,PYROXD1,0.478294745,14351,0,0.478294745,15021,-670
221764_at,0.051415502,8.482974184,0.721691202,0.856537788,-5.589847594,91300,R3HDM4,0.47833338,14352,0,0.47833338,15022,-670
211717_at,-0.037390844,6.498307381,-0.721581197,0.856546127,-5.589921793,91369,ANKRD40,0.478399646,14353,0,0.478399646,15023,-670
213096_at,-0.040355618,6.062092969,-0.721416493,0.856599679,-5.590032869,9911,TMCC2,0.478498872,14354,0,0.478498872,15024,-670
1569436_at,-0.038804348,3.759110608,-0.721367971,0.856599679,-5.590065588,400128,TUSC8,0.478528106,14355,0,0.478528106,15025,-670
202182_at,0.028863661,7.505231639,0.721354116,0.856599679,-5.590074929,2648,KAT2A,0.478536454,14356,0,0.478536454,15026,-670
218112_at,0.059426673,8.803450852,0.721287369,0.856606646,-5.590119932,65993,MRPS34,0.478576671,14357,0,0.478576671,15027,-670
212526_at,0.245648393,6.984800269,0.721006206,0.856750561,-5.59030946,23111,SPART,0.478746102,14358,0,0.478746102,15028,-670
243337_at,-0.037580836,3.059203715,-0.720863857,0.856842158,-5.590405388,166752,FREM3,0.478831896,14359,0,0.478831896,15029,-670
218537_at,-0.041762342,7.519069348,-0.720588945,0.856847178,-5.590590599,54985,HCFC1R1,0.478997611,14361,0,0.478997611,15030,-669
206000_at,0.038179111,3.278282138,0.720423774,0.856847178,-5.590701844,4224,MEP1A,0.479097191,14362,0,0.479097191,15031,-669
218246_at,-0.044140322,7.604474461,-0.720288227,0.856847178,-5.590793118,79594,MUL1,0.47917892,14363,0,0.47917892,15032,-669
1562073_at,0.042415708,3.634076259,0.720169628,0.856847178,-5.590872967,101927815,LOC101927815,0.479250437,14364,0,0.479250437,15033,-669
212057_at,0.073850084,8.20017044,0.720095046,0.856847178,-5.590923175,23199,GSE1,0.479295414,14365,0,0.479295414,15034,-669
209530_at,0.051517258,5.136639693,0.720078078,0.856847178,-5.590934597,784,CACNB3,0.479305648,14366,0,0.479305648,15035,-669
244877_at,-0.045043996,4.742137312,-0.719811901,0.856847178,-5.591113738,54328,GPR173,0.47946619,14367,0,0.47946619,15036,-669
203942_s_at,0.043284176,5.905738303,0.719784793,0.856847178,-5.591131979,2011,MARK2,0.479482542,14368,0,0.479482542,15037,-669
219598_s_at,0.037570864,10.3524833,0.719748048,0.856847178,-5.591156703,51389,RWDD1,0.479504707,14370,0,0.479504707,15038,-668
203667_at,0.040853668,11.78151701,0.719747039,0.856847178,-5.591157382,6902,TBCA,0.479505315,14371,0,0.479505315,15039,-668
239579_at,-0.040931934,2.99538452,-0.719507601,0.856883177,-5.59131846,253152,EPHX4,0.479649764,14372,0,0.479649764,15040,-668
224671_at,-0.047015286,9.728009082,-0.719219693,0.856995595,-5.591512078,124995,MRPL10,0.479823487,14374,0,0.479823487,15041,-667
220766_at,-0.049171401,3.636057621,-0.719176907,0.856998286,-5.591540846,54766,BTG4,0.479849307,14375,0,0.479849307,15042,-667
213709_at,-0.073440181,4.049172424,-0.718890875,0.856998286,-5.591733119,80823,BHLHB9,0.48002194,14376,0,0.48002194,15043,-667
237730_at,-0.038751378,4.569996928,-0.718871322,0.856998286,-5.59174626,100130700,TP53TG3HP,0.480033743,14377,0,0.480033743,15044,-667
1553809_a_at,0.048324433,4.291053249,0.718863936,0.856998286,-5.591751224,169693,TMEM252,0.480038201,14378,0,0.480038201,15045,-667
233166_at,-0.027138107,2.899453988,-0.718288413,0.857145055,-5.592137862,81623,DEFB126,0.480385672,14379,0,0.480385672,15046,-667
227722_at,0.182858482,8.165939187,0.718113502,0.857145055,-5.59225531,6228,RPS23,0.480491303,14381,0,0.480491303,15047,-666
232832_at,-0.033431755,3.638147985,-0.718039909,0.857145055,-5.592304717,93429,LOC93429,0.480535751,14382,0,0.480535751,15048,-666
232639_at,-0.048880197,4.281543171,-0.71800706,0.857145055,-5.592326769,90288,EFCAB12,0.480555592,14383,0,0.480555592,15049,-666
238742_x_at,0.040072074,4.571119036,0.717775666,0.857221277,-5.59248208,102724362,SPINT1-AS1,0.480695366,14385,0,0.480695366,15050,-665
200782_at,0.054942285,10.66120512,0.717721015,0.857221277,-5.592518754,308,ANXA5,0.480728381,14386,0,0.480728381,15051,-665
230505_at,0.061284215,3.518026387,0.717712097,0.857221277,-5.592524738,145474,LOC145474,0.480733769,14387,0,0.480733769,15052,-665
1568821_at,0.039861379,5.145255055,0.717297739,0.85751866,-5.592802711,64927,TTC23,0.480984133,14389,0,0.480984133,15053,-664
223282_at,-0.090415053,7.068927223,-0.71725439,0.85751866,-5.592831784,10194,TSHZ1,0.48101033,14390,0,0.48101033,15054,-664
207634_at,0.055017946,5.880411688,0.717028349,0.857678314,-5.592983351,5133,PDCD1,0.481146945,14391,0,0.481146945,15055,-664
1560589_a_at,-0.038703699,3.707518962,-0.716900139,0.857700237,-5.5930693,101928132,LOC101928132,0.481224444,14392,0,0.481224444,15056,-664
1569339_s_at,-0.046507919,5.537179448,-0.716564956,0.857842061,-5.593293928,101928123,LOC101928123,0.481427084,14393,0,0.481427084,15057,-664
224431_s_at,-0.03986477,7.043573601,-0.71635011,0.857955694,-5.593437859,84787,KMT5C,0.481556998,14394,0,0.481556998,15058,-664
205543_at,0.072499615,8.047944964,0.71629162,0.857955694,-5.593477035,22824,HSPA4L,0.48159237,14395,0,0.48159237,15059,-664
1556265_at,-0.057870158,5.519696765,-0.71621317,0.857955694,-5.593529576,400831,C20orf202,0.481639814,14397,0,0.481639814,15060,-663
200032_s_at,-0.019244028,14.02024147,-0.716129495,0.857955694,-5.593585611,6133,RPL9,0.481690422,14398,0,0.481690422,15061,-663
202768_at,0.057475949,4.597561618,0.715967091,0.857984412,-5.59369435,2354,FOSB,0.481788655,14399,0,0.481788655,15062,-663
1553443_at,0.031189235,3.773386995,0.715761797,0.858039221,-5.593831774,439941,FER1L6-AS1,0.481912848,14400,0,0.481912848,15063,-663
206288_at,0.150099073,6.737277889,0.715392281,0.858115559,-5.594079033,5229,PGGT1B,0.482136434,14402,0,0.482136434,15064,-662
201420_s_at,-0.057117442,9.121761541,-0.715376085,0.858115559,-5.594089867,79084,WDR77,0.482146235,14403,0,0.482146235,15065,-662
205969_at,0.034573777,4.331914256,0.715373375,0.858115559,-5.59409168,13,AADAC,0.482147874,14404,0,0.482147874,15066,-662
208973_at,-0.052461202,7.448099282,-0.715153719,0.858160689,-5.5942386,79033,ERI3,0.482280814,14405,0,0.482280814,15067,-662
225130_at,-0.061342838,5.711129808,-0.714987324,0.858252788,-5.594349867,54764,ZRANB1,0.482381533,14406,0,0.482381533,15068,-662
1560637_at,0.053166407,3.291931302,0.714934367,0.858252788,-5.594385273,105375839,LOC105375839,0.48241359,14407,0,0.48241359,15069,-662
226081_at,-0.06951209,6.626825745,-0.714821363,0.858252788,-5.594460819,84328,LZIC,0.482482001,14408,0,0.482482001,15070,-662
224477_s_at,-0.057638688,7.098423637,-0.714809982,0.858252788,-5.594468427,84309,NUDT16L1,0.482488891,14409,0,0.482488891,15071,-662
238125_at,0.047574419,5.002816814,0.714696367,0.858262291,-5.594544369,170690,ADAMTS16,0.482557679,14411,0,0.482557679,15072,-661
1559929_at,-0.045796125,3.809596545,-0.714610355,0.858295723,-5.594601853,101927574,LINC01186,0.482609758,14412,0,0.482609758,15073,-661
205176_s_at,0.04958387,10.03719311,0.714438815,0.858361049,-5.594716477,23421,ITGB3BP,0.482713633,14413,0,0.482713633,15074,-661
204302_s_at,-0.036111454,6.617785799,-0.714343552,0.858361049,-5.594780121,9811,CTIF,0.482771324,14414,0,0.482771324,15075,-661
218061_at,0.039087638,9.845790834,0.714319487,0.858361049,-5.594796197,4201,MEA1,0.482785898,14415,0,0.482785898,15076,-661
228583_at,0.04356037,7.794068532,0.714150225,0.858398853,-5.594909256,91750,LIN52,0.482888415,14417,0,0.482888415,15077,-660
205599_at,0.074159972,9.310194916,0.714116014,0.858398853,-5.594932104,7185,TRAF1,0.482909137,14418,0,0.482909137,15078,-660
1559205_s_at,-0.040181761,5.098117147,-0.714102933,0.858398853,-5.594940841,100996286,LINC02273,0.482917061,14419,0,0.482917061,15079,-660
36936_at,-0.051195176,8.525988143,-0.714049065,0.858428945,-5.594976814,7264,TSTA3,0.482949691,14420,0,0.482949691,15080,-660
234979_at,-0.046396525,6.680858695,-0.713311799,0.858748378,-5.595468908,144233,BCDIN3D,0.483396412,14423,0,0.483396412,15081,-658
208949_s_at,0.124011238,10.46132422,0.713183723,0.858766025,-5.595554345,3958,LGALS3,0.48347404,14424,0,0.48347404,15082,-658
219900_s_at,0.033763037,6.975717319,0.713041669,0.858808946,-5.595649088,55663,ZNF446,0.483560148,14425,0,0.483560148,15083,-658
1553084_at,0.036990764,3.917921029,0.713022326,0.858808946,-5.595661988,147323,STARD6,0.483571874,14426,0,0.483571874,15084,-658
230032_at,-0.062487776,8.022330551,-0.712860443,0.858835261,-5.595769931,64172,OSGEPL1,0.483670014,14428,0,0.483670014,15085,-657
203801_at,-0.079795393,6.022290506,-0.712842423,0.858835261,-5.595781946,63931,MRPS14,0.483680939,14429,0,0.483680939,15086,-657
222989_s_at,0.051054983,8.566958311,0.712528373,0.858967515,-5.595991284,29979,UBQLN1,0.483871366,14430,0,0.483871366,15087,-657
209058_at,-0.030795377,10.55251025,-0.712512311,0.858967515,-5.596001988,8721,EDF1,0.483881106,14431,0,0.483881106,15088,-657
237439_at,-0.032020956,4.165137834,-0.712388093,0.859045461,-5.596084763,124739,USP43,0.483956439,14432,0,0.483956439,15089,-657
1569712_at,0.035760948,3.005450646,0.712026087,0.85920856,-5.596325913,101928052,LOC101928052,0.48417602,14434,0,0.48417602,15090,-656
217477_at,0.052794038,5.162719524,0.712000201,0.85920856,-5.596343153,8395,PIP5K1B,0.484191724,14435,0,0.484191724,15091,-656
225843_at,-0.058863311,6.999011001,-0.711829766,0.859283985,-5.596456644,84936,ZFYVE19,0.484295126,14436,0,0.484295126,15092,-656
237244_at,0.043651428,3.765098383,0.711648747,0.859338695,-5.596577155,100506769,C10orf71-AS1,0.484404964,14437,0,0.484404964,15093,-656
1552419_s_at,-0.032901945,5.534583809,-0.711634053,0.859338695,-5.596586936,254173,TTLL10,0.48441388,14438,0,0.48441388,15094,-656
223474_at,-0.05607672,10.23458635,-0.711588507,0.859338695,-5.596617252,64207,IRF2BPL,0.484441519,14439,0,0.484441519,15095,-656
