,logFC,AveExpr,t,adj.P.Val,B,EntrezID,symbols,P.Value,Rank_1,HPO_Freq,NewP.value,Rank_2,Rank_1-Rank2
225784_s_at,-0.281304876,6.309915327,-2.705964223,0.3630635,-2.857541821,55906,ZC4H2,0.013132058,1408,37,0.00034558,208,1200
229492_at,-0.441408397,5.751871007,-3.20595077,0.275187959,-1.886662286,81839,VANGL1,0.004191805,633,11,0.000349317,209,424
203231_s_at,0.645811733,6.582457,3.027703479,0.303211668,-2.239258856,6310,ATXN1,0.00633511,848,17,0.000351951,210,638
1561238_at,0.315393938,4.709083729,2.474843985,0.413298826,-3.283017551,5828,PEX2,0.021806632,2018,60,0.000357486,211,1807
228293_at,-1.132456013,4.731230587,-4.236070781,0.133861174,0.219005068,91614,DEPDC7,0.000359901,122,0,0.000359901,212,-90
210118_s_at,1.257522202,6.557289931,4.231071645,0.134566478,0.208701868,3552,IL1A,0.000364259,123,0,0.000364259,213,-90
231976_at,0.260157074,6.843301285,3.224928436,0.270689772,-1.848781792,55180,LINS1,0.004010219,617,10,0.000364565,214,403
211450_s_at,-0.191881745,9.399702845,-2.987411305,0.314751534,-2.318075558,2956,MSH6,0.006949317,893,18,0.000365754,215,678
214801_at,-0.262675969,7.656558393,-4.219272294,0.136720887,0.184381327,163590,TOR1AIP2,0.000374754,124,0,0.000374754,216,-92
230438_at,-0.403714002,5.893851312,-3.210755038,0.275187959,-1.877078381,6913,TBX15,0.004145095,627,10,0.000376827,217,410
238216_at,0.863082212,5.178758002,4.21616048,0.136720887,0.177966854,100506258,LOC100506258,0.000377572,125,0,0.000377572,218,-93
208926_at,0.2149931,8.159360603,2.736975282,0.361768602,-2.799153644,4758,NEU1,0.012254219,1332,31,0.000382944,219,1113
231807_at,0.513662792,4.708567685,4.202371895,0.138833556,0.149541815,56243,KIAA1217,0.000390315,126,0,0.000390315,220,-94
203029_s_at,-0.563217493,5.305472991,-4.198907199,0.138833556,0.14239883,5799,PTPRN2,0.000393584,127,0,0.000393584,221,-94
224460_s_at,0.197063338,6.999536718,2.93239848,0.32233425,-2.425099017,79944,L2HGDH,0.007880985,976,19,0.000394049,222,754
220255_at,-0.17708456,7.240207025,-2.634831272,0.375511774,-2.990367646,2178,FANCE,0.015375622,1585,38,0.000394247,223,1362
220051_at,1.313781111,5.736028181,4.195442871,0.139098789,0.1352564,10942,PRSS21,0.00039688,128,0,0.00039688,224,-96
212121_at,0.18661806,8.987220482,2.640232554,0.375037082,-2.980337514,26123,TCTN3,0.015193314,1570,37,0.000399824,225,1345
223513_at,-0.202561109,8.583162387,-3.079960973,0.294674528,-2.136524028,55835,CENPJ,0.005616016,779,13,0.000401144,226,553
226721_at,-0.298907108,5.892163633,-4.184869084,0.14177594,0.113455122,286148,DPY19L4,0.000407112,129,0,0.000407112,227,-98
235975_at,0.168260794,3.644031261,3.014652407,0.306383475,-2.264827099,25821,MTO1,0.0065281,860,15,0.000408006,228,632
205990_s_at,0.741773258,4.049475398,2.434859992,0.421666223,-3.35473148,7474,WNT5A,0.023767272,2131,57,0.000409781,229,1902
206983_at,-0.826192514,6.27809818,-3.301813705,0.262606413,-1.694725153,1235,CCR6,0.003349698,540,7,0.000418712,230,310
229530_at,-0.965825932,5.029051856,-3.500369092,0.22685397,-1.293112437,2982,GUCY1A3,0.002096853,396,4,0.000419371,231,165
224863_at,-0.171451493,4.762901266,-3.000074681,0.311517827,-2.29334262,2776,GNAQ,0.006750355,877,15,0.000421897,232,645
207677_s_at,-0.423832081,8.236910282,-3.353307906,0.252758339,-1.591054078,4689,NCF4,0.002967917,498,6,0.000423988,233,265
224649_x_at,-0.431235882,6.66342788,-4.167668353,0.145148787,0.077986685,219771,CCNY,0.000424321,131,0,0.000424321,234,-103
242164_s_at,0.160027469,3.945514603,3.295790991,0.262606413,-1.706825631,9860,LRIG2,0.003397363,548,7,0.00042467,235,313
1555689_at,0.526613132,5.928614175,4.167238216,0.145148787,0.077099679,941,CD80,0.000424761,132,0,0.000424761,236,-104
225621_at,0.188340509,9.951373808,2.876124856,0.332612801,-2.533830453,85365,ALG2,0.008957342,1075,20,0.00042654,237,838
235126_at,-1.231735573,7.234093845,-4.158842689,0.145895247,0.059786376,642946,FLVCR1-AS1,0.000433432,134,0,0.000433432,238,-104
230664_at,-0.440276809,6.113850688,-4.157389429,0.145895247,0.05678937,767811,H2BFXP,0.000434951,135,0,0.000434951,239,-104
224932_at,0.243622465,10.70883026,2.902861276,0.328158437,-2.482267444,400916,CHCHD10,0.008429489,1025,18,0.000443657,240,785
223094_s_at,-0.39663789,6.5116165,-3.065972119,0.298535524,-2.164080137,56172,ANKH,0.005800392,790,12,0.000446184,241,549
224442_at,0.182108714,6.033615443,2.759286807,0.357016752,-2.756971292,84295,PHF6,0.01165738,1281,25,0.000448361,242,1039
230165_at,-0.248093521,8.63747853,-4.14391585,0.146129252,0.029002204,151246,SGO2,0.000449287,137,0,0.000449287,243,-106
212285_s_at,-0.326829251,7.209670631,-3.469303762,0.228945084,-1.356258779,375790,AGRN,0.002256999,424,4,0.0004514,244,180
227811_at,-0.190476226,7.956536061,-4.137629175,0.146129252,0.016036307,89846,FGD3,0.000456137,138,0,0.000456137,245,-107
212867_at,-0.272056425,9.245749124,-4.137273129,0.146129252,0.015301972,10499,NCOA2,0.000456528,139,0,0.000456528,246,-107
223167_s_at,-0.287671408,7.062766042,-4.137064273,0.146129252,0.014871211,29761,USP25,0.000456757,140,0,0.000456757,247,-107
208970_s_at,-0.226791622,9.654926047,-3.385474868,0.243414097,-1.526110101,7389,UROD,0.002751347,479,5,0.000458558,248,231
214752_x_at,-0.176576398,8.470657505,-2.265150656,0.46039182,-3.652102957,2316,FLNA,0.034046232,2714,73,0.000460084,249,2465
226757_at,-0.671550813,8.797616976,-4.132944563,0.146129252,0.006374349,3433,IFIT2,0.000461308,141,0,0.000461308,250,-109
241966_at,0.221581621,5.35998829,3.208134774,0.275187959,-1.882305957,4644,MYO5A,0.004170508,630,8,0.00046339,251,379
215785_s_at,-0.225502062,10.55217515,-4.12599841,0.146129252,-0.007952324,26999,CYFIP2,0.000469085,143,0,0.000469085,252,-109
225882_at,-0.344008643,6.161587099,-4.122481095,0.146129252,-0.015207031,84912,SLC35B4,0.000473072,144,0,0.000473072,253,-109
220084_at,-1.02223346,4.793523306,-4.122177895,0.146129252,-0.015832405,55195,CCDC198,0.000473417,145,0,0.000473417,254,-109
214018_at,0.152724949,3.546731317,2.808305013,0.344582527,-2.663803081,23426,GRIP1,0.010441666,1189,21,0.000474621,255,934
212403_at,-0.217298885,7.035373632,-2.668674562,0.368951063,-2.92736841,89910,UBE3B,0.014266481,1505,29,0.000475549,256,1249
218138_at,-0.226383451,7.276046254,-2.73233537,0.362480887,-2.807907784,8195,MKKS,0.012381927,1344,25,0.000476228,257,1087
217576_x_at,0.188561985,5.597456609,2.767165612,0.356235157,-2.742041496,6655,SOS2,0.011453294,1266,23,0.000477221,258,1008
202551_s_at,-1.322555766,5.929178449,-4.118292272,0.146129252,-0.023846871,51232,CRIM1,0.000477865,146,0,0.000477865,259,-113
227697_at,0.957491745,6.096697343,4.117317984,0.146129252,-0.025856447,9021,SOCS3,0.000478987,147,0,0.000478987,260,-113
239818_x_at,0.670627316,4.596893479,4.116590027,0.146129252,-0.027357941,10221,TRIB1,0.000479826,148,0,0.000479826,261,-113
201561_s_at,0.219925731,8.282274981,4.114888526,0.146129252,-0.03086749,22883,CLSTN1,0.000481795,149,0,0.000481795,262,-113
1554049_s_at,0.330454689,4.916904299,3.531126672,0.219629919,-1.230493324,50717,DCAF8,0.001949296,378,3,0.000487324,263,115
221224_s_at,0.370613389,6.702495187,4.109636172,0.146129252,-0.041701195,79877,DCAKD,0.000487923,150,0,0.000487923,264,-114
201425_at,-0.714221174,8.03922685,-4.10596309,0.146129252,-0.049277506,217,ALDH2,0.000492255,151,0,0.000492255,265,-114
203676_at,0.202176853,7.038416118,2.732286294,0.362480887,-2.808000343,2799,GNS,0.012383285,1345,24,0.000495331,266,1079
201583_s_at,0.209042074,9.947570448,3.814314775,0.185711931,-0.650374001,10483,SEC23B,0.000991822,230,1,0.000495911,267,-37
211097_s_at,0.332439418,6.579588318,4.100516912,0.146129252,-0.060511199,5089,PBX2,0.000498748,152,0,0.000498748,268,-116
203065_s_at,0.822245747,6.588838981,2.694572104,0.364889219,-2.878919054,857,CAV1,0.013469244,1441,26,0.000498861,269,1172
222311_s_at,0.257268262,6.364205426,4.09897375,0.146129252,-0.063694258,57466,SCAF4,0.000500603,153,0,0.000500603,270,-117
222572_at,-0.30121358,7.495167472,-3.172465625,0.280360533,-1.95335115,54704,PDP1,0.004531853,668,8,0.000503539,271,397
225085_at,-0.31519205,6.900412259,-4.095225915,0.146129252,-0.071424894,55230,USP40,0.000505138,154,0,0.000505138,272,-118
203358_s_at,-0.132334538,9.223610593,-2.482313318,0.410697276,-3.269554914,2146,EZH2,0.021457494,1999,41,0.000510893,273,1726
203213_at,-0.183621765,10.69448832,-4.083227051,0.147629215,-0.096175046,983,CDK1,0.000519933,156,0,0.000519933,274,-118
228091_at,-0.286534717,7.189906124,-4.082879909,0.147629215,-0.0968911,55014,STX17,0.000520368,157,0,0.000520368,275,-118
215855_s_at,0.382197107,5.505055153,4.082276601,0.147629215,-0.098135552,7110,TMF1,0.000521124,158,0,0.000521124,276,-118
217066_s_at,-0.112480718,6.071273656,-2.830463795,0.342412694,-2.621470226,1760,DMPK,0.00993263,1148,18,0.00052277,277,871
238118_s_at,0.192511885,4.328283527,3.327939909,0.258240467,-1.642173022,5498,PPOX,0.003150368,518,5,0.000525061,278,240
212245_at,-0.20773317,8.955355357,-3.790199466,0.186318719,-0.699968738,90411,MCFD2,0.001050798,242,1,0.000525399,279,-37
1566989_at,0.279928679,8.045115502,2.538076357,0.39758584,-3.16841118,57492,ARID1B,0.019011174,1840,35,0.000528088,280,1560
214213_x_at,0.123068009,8.153833134,2.196030266,0.476389571,-3.769725093,4000,LMNA,0.039296149,3000,73,0.000531029,281,2719
206941_x_at,0.142669956,2.847126742,2.336365093,0.440583007,-3.528750853,9723,SEMA3E,0.029315793,2477,54,0.000533014,282,2195
223113_at,0.205352965,8.476213276,2.751700262,0.358449311,-2.771330556,51524,TMEM138,0.011857156,1298,21,0.000538962,283,1015
222772_at,-0.298016604,6.210655036,-4.065138008,0.150719417,-0.133487502,50804,MYEF2,0.000543059,159,0,0.000543059,284,-125
212609_s_at,-0.324988737,6.196363251,-2.909896209,0.326539512,-2.468670712,10000,AKT3,0.008295627,1013,14,0.000553042,285,728
1557257_at,0.483897268,4.327286458,3.593526998,0.211264209,-1.103177028,8915,BCL10,0.001680588,339,2,0.000560196,286,53
209624_s_at,0.191243403,8.920876653,3.124928092,0.288215006,-2.047683759,64087,MCCC2,0.005060895,713,8,0.000562322,287,426
220317_at,0.138908498,3.070519184,2.81751491,0.344426786,-2.646224205,9227,LRAT,0.010227147,1168,17,0.000568175,288,880
214331_at,-0.258526761,5.661681292,-2.786968811,0.349461176,-2.704438566,10102,TSFM,0.010955216,1234,18,0.00057659,289,945
244699_at,0.210267524,4.591057309,2.626859089,0.376534054,-3.005154809,54806,AHI1,0.015648474,1606,26,0.000579573,290,1316
209259_s_at,-0.101124207,9.821107353,-2.258949934,0.461541155,-3.662740898,9126,SMC3,0.034489585,2735,58,0.000584569,291,2444
232922_s_at,0.269377155,7.675817632,3.733726072,0.188437483,-0.81599733,63910,SLC17A9,0.001202829,275,1,0.000601415,292,-17
210198_s_at,-0.130807603,3.209713353,-2.489096739,0.41022958,-3.257310849,5354,PLP1,0.021144941,1969,34,0.000604141,293,1676
1564494_s_at,0.287804039,10.29949107,2.757213023,0.357529604,-2.760898036,5034,P4HB,0.011711669,1289,18,0.000616404,294,995
210250_x_at,-0.138282731,10.80761221,-2.578177043,0.38614104,-3.09500139,158,ADSL,0.017416073,1740,27,0.000622003,295,1445
227109_at,-0.230332735,7.699560243,-3.03402229,0.302500394,-2.226866664,120227,CYP2R1,0.006243658,836,9,0.000624366,296,540
200661_at,0.214317779,8.502383441,3.079548269,0.294674528,-2.137337559,5476,CTSA,0.005621373,781,8,0.000624597,297,484
221925_s_at,0.150179924,6.430074869,2.483973325,0.410259715,-3.266560158,79848,CSPP1,0.021380612,1992,33,0.000628842,298,1694
208852_s_at,0.278887901,11.12042031,4.002290585,0.170471703,-0.263111949,821,CANX,0.000631658,163,0,0.000631658,299,-136
1569617_at,-0.219058113,3.574317034,-4.001449811,0.170471703,-0.264845831,23762,OSBP2,0.000632936,164,0,0.000632936,300,-136
205771_s_at,-0.990916764,4.665992485,-3.992811492,0.171667074,-0.282659666,9465,AKAP7,0.000646215,165,0,0.000646215,301,-136
242210_at,0.481422632,4.365943637,3.991678155,0.171667074,-0.284996747,7572,ZNF24,0.000647978,166,0,0.000647978,302,-136
225371_at,-0.136698775,9.075981002,-2.938070709,0.321941351,-2.414096628,2733,GLE1,0.007779643,964,11,0.000648304,303,661
200827_at,0.193169489,7.74673075,2.704561044,0.3630635,-2.860176989,5351,PLOD1,0.013173153,1412,19,0.000658658,304,1108
207199_at,0.139863016,5.974053463,2.639490242,0.375086733,-2.981716532,7015,TERT,0.015218248,1572,22,0.000661663,305,1267
204639_at,-0.318912437,10.67930912,-3.105212154,0.289636962,-2.086684232,100,ADA,0.00529743,749,7,0.000662179,306,443
211273_s_at,-0.094616006,3.270093423,-2.158528326,0.486393829,-3.832637565,6899,TBX1,0.042443255,3159,63,0.000663176,307,2852
223514_at,0.207541349,8.41909501,3.400769321,0.242237541,-1.495184262,84433,CARD11,0.002653869,468,3,0.000663467,308,160
217911_s_at,0.774543785,5.656234988,2.961682455,0.320657538,-2.368215937,9531,BAG3,0.00737106,922,10,0.000670096,309,613
201795_at,-0.14755415,11.12105173,-2.521683976,0.402337813,-3.198258983,3930,LBR,0.019701804,1885,28,0.000679373,310,1575
238114_at,0.282957172,4.564469362,3.9650558,0.171667074,-0.339889777,115294,PCMTD1,0.000690788,168,0,0.000690788,311,-143
201877_s_at,-0.240440394,9.570701825,-3.964780866,0.171667074,-0.340456607,5527,PPP2R5C,0.000691245,169,0,0.000691245,312,-143
223766_at,0.231049461,7.09869596,3.964336653,0.171667074,-0.341372436,728407,PARGP1,0.000691983,170,0,0.000691983,313,-143
202907_s_at,-0.218600372,10.32152118,-2.528762347,0.400822827,-3.185382047,4683,NBN,0.019400754,1863,27,0.000692884,314,1549
202423_at,-0.180827968,8.180600651,-2.579842352,0.38559303,-3.091940945,7994,KAT6A,0.017352628,1735,24,0.000694105,315,1420
210407_at,0.736240275,6.834798499,3.962984454,0.171667074,-0.344160223,5494,PPM1A,0.000694235,171,0,0.000694235,316,-145
209123_at,-0.285533061,9.437568617,-2.808248508,0.344582527,-2.663910861,5860,QDPR,0.010442996,1190,14,0.0006962,317,873
215090_x_at,0.223243145,8.505989446,3.961756062,0.171667074,-0.346692733,440434,LOC440434,0.000696287,172,0,0.000696287,318,-146
205941_s_at,0.155238228,5.52947318,3.081000291,0.294674528,-2.134475146,1300,COL10A1,0.005602545,777,7,0.000700318,319,458
211464_x_at,-0.342868041,7.787273268,-3.956061073,0.171667074,-0.358433419,839,CASP6,0.000705879,173,0,0.000705879,320,-147
203553_s_at,0.317281264,7.453754243,3.955079051,0.171667074,-0.360457874,11183,MAP4K5,0.000707546,174,0,0.000707546,321,-147
230708_at,-0.349546127,4.23019447,-3.076163421,0.295573736,-2.144008572,144165,PRICKLE1,0.005665501,784,7,0.000708188,322,462
212654_at,-0.154682466,4.812688444,-2.471403562,0.414253317,-3.289211621,7169,TPM2,0.021969221,2027,30,0.000708685,323,1704
209375_at,-0.237180631,8.258689747,-3.488593425,0.227192518,-1.317060859,7508,XPC,0.002156202,407,2,0.000718734,324,83
226837_at,-0.443751691,3.463677312,-2.856382008,0.335458779,-2.571790178,161742,SPRED1,0.009367252,1112,12,0.000720558,325,787
222006_at,-0.174763436,7.619492994,-3.945999122,0.171667074,-0.379175396,3954,LETM1,0.000723148,175,0,0.000723148,326,-151
241847_at,-0.338391758,5.593740106,-3.943767713,0.171667074,-0.383775002,101927021,LOC101927021,0.000727035,176,0,0.000727035,327,-151
232616_at,0.264758253,6.407291136,3.943375025,0.171667074,-0.384584439,100129935,LOC100129935,0.000727721,177,0,0.000727721,328,-151
230337_at,0.549658585,6.328260995,2.444153216,0.420588754,-3.338117049,6654,SOS1,0.023297477,2103,31,0.000728046,329,1774
1555374_at,-0.180424207,5.840730577,-3.940467801,0.171667074,-0.390576915,150465,TTL,0.00073282,178,0,0.00073282,330,-152
1556213_a_at,0.239198218,4.326317165,3.940395993,0.171667074,-0.390724928,10950,BTG3,0.000732946,179,0,0.000732946,331,-152
229735_s_at,0.252637663,5.09682207,3.940036808,0.171667074,-0.391465279,57185,NIPAL3,0.000733579,180,0,0.000733579,332,-152
209950_s_at,-0.23244637,6.375909093,-3.939160693,0.171667074,-0.393271115,50853,VILL,0.000735124,181,0,0.000735124,333,-152
209640_at,-0.160645987,5.039377949,-3.938482517,0.171667074,-0.394668951,5371,PML,0.000736322,182,0,0.000736322,334,-152
1552711_a_at,0.357038561,5.812825956,3.938299841,0.171667074,-0.395045475,124637,CYB5D1,0.000736645,183,0,0.000736645,335,-152
215046_at,-0.22870651,3.130012071,-3.93719933,0.171667074,-0.397313787,151050,KANSL1L,0.000738595,184,0,0.000738595,336,-152
211508_s_at,-0.167643254,3.203948362,-3.935220615,0.171667074,-0.401392137,2689,GH2,0.000742113,185,0,0.000742113,337,-152
207360_s_at,-0.181563343,5.572630242,-3.934843196,0.171667074,-0.402170029,4923,NTSR1,0.000742786,186,0,0.000742786,338,-152
209191_at,-0.746910408,9.044541078,-3.933483471,0.171667074,-0.404972509,84617,TUBB6,0.000745216,187,0,0.000745216,339,-152
1556178_x_at,-0.327740799,5.990011255,-3.932014322,0.171667074,-0.408000471,129685,TAF8,0.00074785,188,0,0.00074785,340,-152
220483_s_at,0.249003953,7.825027047,3.930182075,0.171667074,-0.41177672,25897,RNF19A,0.000751147,189,0,0.000751147,341,-152
220446_s_at,0.678080567,5.587028569,3.928854746,0.171667074,-0.414512286,10164,CHST4,0.000753545,190,0,0.000753545,342,-152
209539_at,-0.239935634,9.056450417,-3.345052764,0.252987029,-1.607698693,9459,ARHGEF6,0.003026127,507,3,0.000756532,343,164
224719_s_at,-0.198582426,11.31096902,-2.515242024,0.403991123,-3.209962719,113246,C12orf57,0.019979578,1902,25,0.000768445,344,1558
223339_at,0.42670968,7.276705614,3.919837438,0.174039253,-0.433095424,93974,ATPIF1,0.000770039,191,0,0.000770039,345,-154
203244_at,0.130366158,7.694169219,2.139473213,0.490824027,-3.864352987,5830,PEX5,0.04412832,3248,56,0.000774181,346,2902
1553338_at,0.440843499,6.249822283,3.916376475,0.174039253,-0.44022734,163859,SDE2,0.000776464,192,0,0.000776464,347,-155
228402_at,-0.396009378,6.910723864,-3.915754306,0.174039253,-0.441509395,84327,ZBED3,0.000777625,193,0,0.000777625,348,-155
320_at,0.335881971,6.990172965,2.240725454,0.467345114,-3.693909499,5190,PEX6,0.035823381,2803,45,0.000778769,349,2454
212544_at,0.262397975,9.554063598,3.912625088,0.174135183,-0.447957373,9326,ZNHIT3,0.000783489,194,0,0.000783489,350,-156
203087_s_at,-0.129530367,9.958647046,-2.933062808,0.322277404,-2.423810818,3796,KIF2A,0.00786905,975,9,0.000786905,351,624
205706_s_at,-0.292531512,6.719869335,-3.620824024,0.205803458,-1.047376157,22852,ANKRD26,0.00157483,325,1,0.000787415,352,-27
227929_at,-1.384829411,6.830277072,-3.909560304,0.174596885,-0.454272332,8825,LIN7A,0.000789275,195,0,0.000789275,353,-158
212167_s_at,0.331320803,9.256877871,2.232374551,0.469251851,-3.708142837,6598,SMARCB1,0.036450162,2844,45,0.000792395,354,2490
243704_at,-0.172135825,3.86780027,-3.906495448,0.174596885,-0.460587184,55105,GPATCH2,0.000795103,196,0,0.000795103,355,-159
218653_at,-0.220798033,8.060362138,-2.812230259,0.344473104,-2.65631379,10166,SLC25A15,0.010349719,1182,12,0.000796132,356,826
1568843_at,-0.260887291,4.326540515,-3.904971227,0.174596885,-0.463727604,440307,TTLL13P,0.000798017,197,0,0.000798017,357,-160
224985_at,-0.087727466,10.3230631,-2.042289756,0.512863404,-4.023380818,4893,NRAS,0.053698125,3715,66,0.000801465,358,3357
213617_s_at,-0.274820036,9.448716978,-3.901240422,0.175394663,-0.471414073,25941,TPGS2,0.000805195,198,0,0.000805195,359,-161
215245_x_at,-0.139153637,9.070157029,-2.211559584,0.472936597,-3.743484778,2332,FMR1,0.038056226,2938,46,0.000809707,360,2578
226222_at,-0.245519859,8.158708442,-3.896549775,0.175978191,-0.481077515,57589,RIC1,0.000814312,199,0,0.000814312,361,-162
213973_at,0.304799201,5.429127602,3.894905669,0.175978366,-0.484464472,6238,RRBP1,0.000817531,200,0,0.000817531,362,-162
1553003_at,0.172142125,4.297900597,3.013229404,0.307085531,-2.267612674,5314,PKHD1,0.006549481,861,7,0.000818685,363,498
232418_at,-0.144884185,3.744048942,-2.653969231,0.372887573,-2.954786775,54585,LZTFL1,0.014738806,1534,17,0.000818823,364,1170
212959_s_at,0.246071453,9.3470153,2.468049906,0.415057263,-3.295245265,79158,GNPTAB,0.022128796,2038,26,0.000819585,365,1673
227564_at,-0.165631757,5.065402081,-2.484085334,0.410259715,-3.266358051,138050,HGSNAT,0.021375434,1989,25,0.000822132,366,1623
223851_s_at,0.472551201,6.194344307,3.891720347,0.17663334,-0.491026195,8784,TNFRSF18,0.000823804,201,0,0.000823804,367,-166
222071_s_at,-1.051070998,5.483062285,-3.888387875,0.177356012,-0.497890722,353189,SLCO4C1,0.000830419,202,0,0.000830419,368,-166
210012_s_at,0.295468996,5.157552363,3.300921998,0.262606413,-1.696517054,2130,EWSR1,0.003356714,542,3,0.000839179,369,173
