gene,p_value,HPO_Freq,Rank_1,New_Pvalue,Rank_2,Rank1-Rank2
LOC102157338,0.21020541,0,4239,2.10E-01,5125,-886
EEF1B2,0.210249438,0,4240,2.10E-01,5126,-886
UVSSA,0.420559795,1,7173,2.10E-01,5127,2046
TNRC6A,0.21104207,0,4242,2.11E-01,5128,-886
LOC106558805,0.211063871,0,4243,2.11E-01,5129,-886
LOC479459,0.211063871,0,4244,2.11E-01,5130,-886
UEVLD,0.211063871,0,4246,2.11E-01,5131,-885
LOC100685335,0.211063871,0,4247,2.11E-01,5132,-885
SPTY2D1,0.211063871,0,4248,2.11E-01,5133,-885
ELOVL6,0.21115511,0,4249,2.11E-01,5134,-885
DNER,0.211214138,0,4250,2.11E-01,5135,-885
TMEM50A,0.211437327,0,4251,2.11E-01,5136,-885
KLHL2,0.211630058,0,4252,2.12E-01,5137,-885
ZNF804B,0.211642856,0,4253,2.12E-01,5138,-885
CDK14,0.211642856,0,4254,2.12E-01,5139,-885
LOC102155309,0.211642856,0,4255,2.12E-01,5140,-885
SLC9C1,0.211790373,0,4256,2.12E-01,5141,-885
KCNN3,0.211979467,0,4257,2.12E-01,5142,-885
LOC102155726,0.212045488,0,4258,2.12E-01,5143,-885
DERL3,0.212114063,0,4259,2.12E-01,5144,-885
MPV17L,0.212181486,0,4261,2.12E-01,5145,-884
CCDC117,0.212477003,0,4263,2.12E-01,5146,-883
LOC106559499,0.212483077,0,4264,2.12E-01,5147,-883
C18H11orf95,0.212592077,0,4266,2.13E-01,5148,-882
ART4,0.212598834,0,4267,2.13E-01,5149,-882
HNMT,0.212877497,0,4269,2.13E-01,5150,-881
LOC102154140,0.213061692,0,4270,2.13E-01,5151,-881
SHC4,0.213061692,0,4271,2.13E-01,5152,-881
LOC106558853,0.213079619,0,4272,2.13E-01,5153,-881
FBXW7,0.213290588,0,4273,2.13E-01,5154,-881
UFSP2,0.85325707,3,11476,2.13E-01,5155,6321
CAMK2A,0.21332169,0,4274,2.13E-01,5156,-882
CACNA1H,0.213463346,0,4275,2.13E-01,5157,-882
CCDC113,0.213481183,0,4276,2.13E-01,5158,-882
PRSS54,0.213481183,0,4277,2.13E-01,5159,-882
SLC35F5,0.213587117,0,4278,2.14E-01,5160,-882
LOC102154357,0.21363361,0,4279,2.14E-01,5161,-882
C18H11orf86,0.213633802,0,4280,2.14E-01,5162,-882
PFDN4,0.214143809,0,4281,2.14E-01,5163,-882
CLEC4A,0.214279573,0,4282,2.14E-01,5164,-882
PDGFC,0.214291816,0,4283,2.14E-01,5165,-882
SLC7A2,0.214293146,0,4284,2.14E-01,5166,-882
LOC100685292,0.214351896,0,4285,2.14E-01,5167,-882
SEC24A,0.214416195,0,4286,2.14E-01,5168,-882
CAMLG,0.214416195,0,4287,2.14E-01,5169,-882
CA1,0.214426231,0,4288,2.14E-01,5170,-882
CECR2,0.214426322,0,4289,2.14E-01,5171,-882
SLC25A18,0.214426322,0,4290,2.14E-01,5172,-882
GGACT,0.214540567,0,4291,2.15E-01,5173,-882
MIS18BP1,0.214556104,0,4293,2.15E-01,5174,-881
15-Sep,0.214622216,0,4294,2.15E-01,5175,-881
LOC102154812,0.214625515,0,4295,2.15E-01,5176,-881
LOC106558071,0.214828732,0,4296,2.15E-01,5177,-881
OR10J5,0.214878943,0,4297,2.15E-01,5178,-881
TMF1,0.215030163,0,4298,2.15E-01,5179,-881
MACROD1,0.21519018,0,4301,2.15E-01,5180,-879
SCAMP2,0.215211012,0,4302,2.15E-01,5181,-879
LOC102156183,0.215686251,0,4303,2.16E-01,5182,-879
TMC1,0.647096713,2,9683,2.16E-01,5183,4500
DUSP11,0.215709885,0,4304,2.16E-01,5184,-880
TPRKB,0.215709885,0,4305,2.16E-01,5185,-880
RGS5,0.215986003,0,4308,2.16E-01,5186,-878
LOC102155114,0.21601728,0,4309,2.16E-01,5187,-878
ARHGEF19,0.216206576,0,4310,2.16E-01,5188,-878
MRGPRX2,0.216306858,0,4312,2.16E-01,5189,-877
PSD2,0.216330481,0,4313,2.16E-01,5190,-877
OXCT1,0.432666508,1,7317,2.16E-01,5191,2126
CEPT1,0.216442541,0,4314,2.16E-01,5192,-878
LOC106559947,0.216465718,0,4315,2.16E-01,5193,-878
CCM2,0.649881046,2,9702,2.17E-01,5194,4508
DGAT2,0.216896705,0,4316,2.17E-01,5195,-879
ANKRD22,0.216920116,0,4317,2.17E-01,5196,-879
STAMBPL1,0.216920116,0,4318,2.17E-01,5197,-879
TBC1D1,0.217144361,0,4319,2.17E-01,5198,-879
LAG3,0.217183016,0,4320,2.17E-01,5199,-879
PTMS,0.217183016,0,4321,2.17E-01,5200,-879
LOC610854,0.217202936,0,4322,2.17E-01,5201,-879
PPFIA4,0.217212386,0,4323,2.17E-01,5202,-879
LOC100682872,0.217212386,0,4324,2.17E-01,5203,-879
TMEM183A,0.217212386,0,4325,2.17E-01,5204,-879
CYB5R1,0.217212386,0,4326,2.17E-01,5205,-879
ADIPOR1,0.217212386,0,4327,2.17E-01,5206,-879
LOC106558981,0.217212386,0,4328,2.17E-01,5207,-879
KDM5B,0.217212386,0,4329,2.17E-01,5208,-879
PPP1R12B,0.217212386,0,4330,2.17E-01,5209,-879
CD4,0.217245038,0,4331,2.17E-01,5210,-879
LOC102155165,0.217248342,0,4332,2.17E-01,5211,-879
TRIB2,0.217285324,0,4333,2.17E-01,5212,-879
LOC106558960,0.217653561,0,4336,2.18E-01,5213,-877
MFSD5,0.217777825,0,4337,2.18E-01,5214,-877
SPAG11B,0.217808265,0,4338,2.18E-01,5215,-877
TULP3,0.217959811,0,4339,2.18E-01,5216,-877
RHNO1,0.217959811,0,4340,2.18E-01,5217,-877
LOC106559484,0.217970466,0,4341,2.18E-01,5218,-877
CADM2,0.218010727,0,4342,2.18E-01,5219,-877
CDC42SE2,0.218154614,0,4343,2.18E-01,5220,-877
RAPGEF6,0.218154614,0,4344,2.18E-01,5221,-877
MEIKIN,0.218154614,0,4345,2.18E-01,5222,-877
ONECUT3,0.218196833,0,4346,2.18E-01,5223,-877
LOC102156997,0.218196907,0,4347,2.18E-01,5224,-877
WARS2,0.218630267,0,4348,2.19E-01,5225,-877
RNF111,0.218653464,0,4349,2.19E-01,5226,-877
ZW10,0.218687105,0,4350,2.19E-01,5227,-877
GJA8,0.874876341,3,11589,2.19E-01,5228,6361
LIM2,0.21875718,0,4351,2.19E-01,5229,-878
CLDND2,0.21875718,0,4352,2.19E-01,5230,-878
CASP3,0.219096118,0,4353,2.19E-01,5231,-878
FOXM1,0.219227608,0,4354,2.19E-01,5232,-878
LOC106559468,0.219479572,0,4355,2.19E-01,5233,-878
LOC102151291,0.219734806,0,4356,2.20E-01,5234,-878
ODF2L,0.219820851,0,4357,2.20E-01,5235,-878
PASK,0.220320928,0,4359,2.20E-01,5236,-877
CREB1,0.220361083,0,4360,2.20E-01,5237,-877
METTL21A,0.220361083,0,4361,2.20E-01,5238,-877
GRIA2,0.220393795,0,4362,2.20E-01,5239,-877
ADGRG3,0.220495178,0,4363,2.20E-01,5240,-877
NAPEPLD,0.220545145,0,4364,2.21E-01,5241,-877
ARMC10,0.220545145,0,4365,2.21E-01,5242,-877
KIAA1755,0.220599639,0,4366,2.21E-01,5243,-877
SEMA4D,0.220628176,0,4367,2.21E-01,5244,-877
MPZL3,0.220628176,0,4368,2.21E-01,5245,-877
AMICA1,0.220628176,0,4369,2.21E-01,5246,-877
CIAO1,0.220920492,0,4371,2.21E-01,5247,-876
HNRNPDL,0.883910363,3,11660,2.21E-01,5248,6412
LOC102154942,0.221002199,0,4372,2.21E-01,5249,-877
TBCA,0.221009055,0,4373,2.21E-01,5250,-877
GJC3,0.221045845,0,4374,2.21E-01,5251,-877
C5H1orf87,0.221126225,0,4376,2.21E-01,5252,-876
TFB2M,0.221126225,0,4377,2.21E-01,5253,-876
ADCY8,0.221132407,0,4378,2.21E-01,5254,-876
CLDN3,0.221147821,0,4379,2.21E-01,5255,-876
LOC102157356,0.221147821,0,4380,2.21E-01,5256,-876
WBSCR22,0.221147821,0,4381,2.21E-01,5257,-876
MLXIPL,0.221147821,0,4382,2.21E-01,5258,-876
TBL2,0.221147821,0,4383,2.21E-01,5259,-876
AXDND1,0.221147821,0,4385,2.21E-01,5260,-875
CCDC90B,0.221147821,0,4386,2.21E-01,5261,-875
ANKRD42,0.221147821,0,4387,2.21E-01,5262,-875
IFT74,0.221148932,0,4388,2.21E-01,5263,-875
LRRC19,0.221148932,0,4389,2.21E-01,5264,-875
SLC22A11,0.221159964,0,4390,2.21E-01,5265,-875
NUDT22,0.221159964,0,4391,2.21E-01,5266,-875
TRPT1,0.221159964,0,4392,2.21E-01,5267,-875
LOC102152562,0.221236423,0,4394,2.21E-01,5268,-874
DUSP28,0.221395345,0,4395,2.21E-01,5269,-874
CABS1,0.221590464,0,4396,2.22E-01,5270,-874
LOC102151383,0.221590464,0,4397,2.22E-01,5271,-874
XBP1,0.221603758,0,4398,2.22E-01,5272,-874
PIP4K2A,0.221715504,0,4399,2.22E-01,5273,-874
LOC102154358,0.221715504,0,4400,2.22E-01,5274,-874
GNB4,0.66563845,2,9863,2.22E-01,5275,4588
8-Sep,0.221935301,0,4401,2.22E-01,5276,-875
LOC102154746,0.221935301,0,4402,2.22E-01,5277,-875
CUL3,0.665900522,2,9884,2.22E-01,5278,4606
LOC106557777,0.221997888,0,4403,2.22E-01,5279,-876
SLC25A13,0.888650425,3,11695,2.22E-01,5280,6415
TRIO,0.222169894,0,4404,2.22E-01,5281,-877
RGS8,0.222216532,0,4405,2.22E-01,5282,-877
CACHD1,0.222247154,0,4406,2.22E-01,5283,-877
IMPDH2,0.222280927,0,4407,2.22E-01,5284,-877
WDR6,0.222280927,0,4408,2.22E-01,5285,-877
ADAMTS5,0.222439754,0,4410,2.22E-01,5286,-876
PHF21B,0.22264116,0,4411,2.23E-01,5287,-876
ARHGAP8,0.22264116,0,4412,2.23E-01,5288,-876
PRR5,0.22264116,0,4413,2.23E-01,5289,-876
CCDC88A,0.22264116,0,4414,2.23E-01,5290,-876
CCDC85A,0.22264116,0,4416,2.23E-01,5291,-875
AGPS,0.445563665,1,7468,2.23E-01,5292,2176
CACNA2D1,0.223050904,0,4418,2.23E-01,5293,-875
SCFD2,0.223144507,0,4419,2.23E-01,5294,-875
ACAD8,0.669683539,2,9926,2.23E-01,5295,4631
ABR,0.223246177,0,4420,2.23E-01,5296,-876
LOC102156665,0.223482659,0,4421,2.23E-01,5297,-876
LRFN2,0.22361214,0,4422,2.24E-01,5298,-876
SECISBP2,0.447478313,1,7512,2.24E-01,5299,2213
TRPM3,0.223946243,0,4423,2.24E-01,5300,-877
ACP5,0.895902245,3,11740,2.24E-01,5301,6439
LOC102151490,0.224118103,0,4424,2.24E-01,5302,-878
NR6A1,0.224123736,0,4425,2.24E-01,5303,-878
LAMP3,0.224342075,0,4427,2.24E-01,5304,-877
CEP57L1,0.224360474,0,4428,2.24E-01,5305,-877
LOC479404,0.224428757,0,4429,2.24E-01,5306,-877
LOC102156770,0.224451228,0,4430,2.24E-01,5307,-877
SH3TC1,0.224645556,0,4431,2.25E-01,5308,-877
ACOX3,0.224645556,0,4432,2.25E-01,5309,-877
LOC102157270,0.224759612,0,4433,2.25E-01,5310,-877
RNF13,0.224845324,0,4434,2.25E-01,5311,-877
SDCCAG3,0.224915457,0,4435,2.25E-01,5312,-877
LOC491253,0.224915457,0,4436,2.25E-01,5313,-877
TEX37,0.225080631,0,4437,2.25E-01,5314,-877
LOC100686256,0.225284644,0,4440,2.25E-01,5315,-875
POLR1B,0.225474786,0,4441,2.25E-01,5316,-875
ETF1,0.225613449,0,4443,2.26E-01,5317,-874
AK5,0.225660297,0,4444,2.26E-01,5318,-874
LOC102152029,0.225660297,0,4445,2.26E-01,5319,-874
PSIP1,0.22588677,0,4446,2.26E-01,5320,-874
DIAPH1,0.451937869,1,7567,2.26E-01,5321,2246
LOC102154572,0.226065704,0,4447,2.26E-01,5322,-875
MROH2B,0.226065704,0,4448,2.26E-01,5323,-875
C7,0.226065704,0,4449,2.26E-01,5324,-875
LOC102154283,0.226159888,0,4450,2.26E-01,5325,-875
SLC12A9,0.226159888,0,4451,2.26E-01,5326,-875
MIA3,0.226216838,0,4452,2.26E-01,5327,-875
DAP,0.226338937,0,4453,2.26E-01,5328,-875
LOC106558189,0.226338937,0,4454,2.26E-01,5329,-875
ANKRD33B,0.226338937,0,4455,2.26E-01,5330,-875
6-Mar,0.226338937,0,4456,2.26E-01,5331,-875
SEMA5A,0.226338937,0,4458,2.26E-01,5332,-874
LOC100687021,0.226580291,0,4460,2.27E-01,5333,-873
ESRRB,0.453536735,1,7581,2.27E-01,5334,2247
ANKRD2,0.226939547,0,4461,2.27E-01,5335,-874
HOGA1,0.226939547,0,4462,2.27E-01,5336,-874
RASSF6,0.226987799,0,4463,2.27E-01,5337,-874
TULP4,0.227093799,0,4464,2.27E-01,5338,-874
LOC102153185,0.227124275,0,4465,2.27E-01,5339,-874
MPO,0.908807367,3,11874,2.27E-01,5340,6534
ALPK1,0.227274573,0,4466,2.27E-01,5341,-875
NID2,0.227287318,0,4467,2.27E-01,5342,-875
PPP2R5C,0.227498861,0,4468,2.27E-01,5343,-875
LOC100687054,0.227636723,0,4469,2.28E-01,5344,-875
PTPRU,0.227655584,0,4470,2.28E-01,5345,-875
LOC102151267,0.227926621,0,4473,2.28E-01,5346,-873
SPATA3,0.227926621,0,4474,2.28E-01,5347,-873
NEK5,0.227941694,0,4475,2.28E-01,5348,-873
LOC106557567,0.227941694,0,4476,2.28E-01,5349,-873
WDFY2,0.227941694,0,4477,2.28E-01,5350,-873
FAM124A,0.227941694,0,4478,2.28E-01,5351,-873
KCNRG,0.227941694,0,4480,2.28E-01,5352,-872
SPRYD7,0.227941694,0,4481,2.28E-01,5353,-872
REM1,0.227970045,0,4482,2.28E-01,5354,-872
HM13,0.227970045,0,4483,2.28E-01,5355,-872
LOC102154816,0.228073524,0,4484,2.28E-01,5356,-872
EGR4,0.228073524,0,4486,2.28E-01,5357,-871
ASIC2,0.228156964,0,4487,2.28E-01,5358,-871
ARMC3,0.228220865,0,4488,2.28E-01,5359,-871
PDE4B,0.228220865,0,4489,2.28E-01,5360,-871
SORL1,0.22837058,0,4490,2.28E-01,5361,-871
DIS3L,0.22837058,0,4491,2.28E-01,5362,-871
TIPIN,0.22837058,0,4492,2.28E-01,5363,-871
LOC102152473,0.228372727,0,4493,2.28E-01,5364,-871
ETS2,0.228372727,0,4494,2.28E-01,5365,-871
ZFP42,0.228395185,0,4495,2.28E-01,5366,-871
EHD3,0.22845374,0,4496,2.28E-01,5367,-871
TREH,0.456923626,1,7619,2.28E-01,5368,2251
TMEM132C,0.22874146,0,4497,2.29E-01,5369,-872
DUSP14,0.228882723,0,4498,2.29E-01,5370,-872
GPR84,0.228939293,0,4499,2.29E-01,5371,-872
NRSN1,0.229064553,0,4500,2.29E-01,5372,-872
LOC102155374,0.22913722,0,4501,2.29E-01,5373,-872
LOC102155323,0.229157346,0,4502,2.29E-01,5374,-872
NRIP2,0.229157346,0,4503,2.29E-01,5375,-872
DNAJC28,0.229328502,0,4504,2.29E-01,5376,-872
BRINP2,0.229475488,0,4505,2.29E-01,5377,-872
ACHE,0.229517265,0,4506,2.30E-01,5378,-872
LOC102153360,0.229670555,0,4507,2.30E-01,5379,-872
LOC609830,0.229670555,0,4508,2.30E-01,5380,-872
WNT3A,0.919842271,3,11931,2.30E-01,5381,6550
OXR1,0.229991347,0,4509,2.30E-01,5382,-873
MTUS2,0.229991347,0,4510,2.30E-01,5383,-873
UNC79,0.230026088,0,4511,2.30E-01,5384,-873
LIPE,0.460266972,1,7653,2.30E-01,5385,2268
NRDE2,0.230167497,0,4512,2.30E-01,5386,-874
DENND5B,0.230232903,0,4513,2.30E-01,5387,-874
TFAP2D,0.230234642,0,4514,2.30E-01,5388,-874
BLOC1S3,0.460482305,1,7657,2.30E-01,5389,2268
11-Mar,0.230275769,0,4515,2.30E-01,5390,-875
PPP1R14B,0.230322175,0,4516,2.30E-01,5391,-875
STIP1,0.230322175,0,4517,2.30E-01,5392,-875
DIRC2,0.230388138,0,4518,2.30E-01,5393,-875
LOC482210,0.230471481,0,4519,2.30E-01,5394,-875
LOC482225,0.230471481,0,4520,2.30E-01,5395,-875
LOC100686566,0.230471481,0,4521,2.30E-01,5396,-875
LDHC,0.230476665,0,4522,2.30E-01,5397,-875
LOC102151209,0.230476665,0,4523,2.30E-01,5398,-875
TSG101,0.230476665,0,4524,2.30E-01,5399,-875
LOC102152567,0.230476665,0,4525,2.30E-01,5400,-875
FLRT1,0.230580399,0,4526,2.31E-01,5401,-875
ANXA11,0.230906557,0,4528,2.31E-01,5402,-874
NME7,0.231056848,0,4530,2.31E-01,5403,-873
LOC102152256,0.231056848,0,4531,2.31E-01,5404,-873
DPYSL5,0.231056848,0,4532,2.31E-01,5405,-873
LOC102154132,0.231056848,0,4533,2.31E-01,5406,-873
LOC106559253,0.231086997,0,4534,2.31E-01,5407,-873
ABCA5,0.231086997,0,4535,2.31E-01,5408,-873
MAP2K6,0.231086997,0,4536,2.31E-01,5409,-873
OMA1,0.231223395,0,4537,2.31E-01,5410,-873
TFAP4,0.231256884,0,4538,2.31E-01,5411,-873
CLUAP1,0.231256884,0,4539,2.31E-01,5412,-873
C17H1orf68,0.231360163,0,4540,2.31E-01,5413,-873
LOC102154922,0.23145628,0,4541,2.31E-01,5414,-873
TCEA3,0.231537243,0,4542,2.32E-01,5415,-873
YES1,0.231566221,0,4543,2.32E-01,5416,-873
ZNF596,0.231566221,0,4544,2.32E-01,5417,-873
UBXN7,0.231566221,0,4545,2.32E-01,5418,-873
ANKRD40,0.231703986,0,4547,2.32E-01,5419,-872
FMO4,0.231710272,0,4548,2.32E-01,5420,-872
LOC490346,0.231710272,0,4549,2.32E-01,5421,-872
SIN3A,0.231778729,0,4550,2.32E-01,5422,-872
S100A9,0.231885194,0,4551,2.32E-01,5423,-872
ARL3,0.231887773,0,4552,2.32E-01,5424,-872
KIAA2012,0.231976088,0,4555,2.32E-01,5425,-870
NOP58,0.231976088,0,4556,2.32E-01,5426,-870
ATF2,0.232093533,0,4557,2.32E-01,5427,-870
LOC102155817,0.232093533,0,4558,2.32E-01,5428,-870
C32H4orf32,0.232323709,0,4559,2.32E-01,5429,-870
NET1,0.232555904,0,4560,2.33E-01,5430,-870
KLF4,0.232627912,0,4561,2.33E-01,5431,-870
NTRK3,0.232662166,0,4562,2.33E-01,5432,-870
PAK1,0.232662166,0,4563,2.33E-01,5433,-870
TSKU,0.232662166,0,4564,2.33E-01,5434,-870
CECR5,0.232662743,0,4565,2.33E-01,5435,-870
LOC102154312,0.232708763,0,4566,2.33E-01,5436,-870
C31H21orf62,0.232769992,0,4567,2.33E-01,5437,-870
SPTLC2,0.465683396,1,7722,2.33E-01,5438,2284
EPB41L4B,0.23290256,0,4568,2.33E-01,5439,-871
PAPPA,0.232908696,0,4569,2.33E-01,5440,-871
C4H10orf11,0.233030928,0,4570,2.33E-01,5441,-871
ABCC2,0.466385534,1,7727,2.33E-01,5442,2285
SDSL,0.233329406,0,4572,2.33E-01,5443,-871
11-Sep,0.233542151,0,4573,2.34E-01,5444,-871
CCNG2,0.233542151,0,4574,2.34E-01,5445,-871
PIK3C2A,0.233702398,0,4575,2.34E-01,5446,-871
SLC13A1,0.233759536,0,4576,2.34E-01,5447,-871
SGCB,0.467956929,1,7745,2.34E-01,5448,2297
METTL24,0.234047045,0,4577,2.34E-01,5449,-872
DDO,0.234047045,0,4578,2.34E-01,5450,-872
LOC488622,0.234047045,0,4579,2.34E-01,5451,-872
OR6N1,0.234047045,0,4580,2.34E-01,5452,-872
ADGRL4,0.234101199,0,4581,2.34E-01,5453,-872
LOC102153715,0.234113457,0,4582,2.34E-01,5454,-872
ZNF189,0.234113457,0,4583,2.34E-01,5455,-872
MARCKS,0.234113457,0,4586,2.34E-01,5456,-870
FER1L6,0.234113457,0,4587,2.34E-01,5457,-870
LOC106558096,0.234113457,0,4588,2.34E-01,5458,-870
LOC490151,0.234302352,0,4589,2.34E-01,5459,-870
MORN2,0.234309873,0,4590,2.34E-01,5460,-870
LOC102153551,0.234382418,0,4592,2.34E-01,5461,-869
LOC106558328,0.234387637,0,4593,2.34E-01,5462,-869
FAM132B,0.234509526,0,4594,2.35E-01,5463,-869
ILKAP,0.234509526,0,4595,2.35E-01,5464,-869
P2RX7,0.235041477,0,4596,2.35E-01,5465,-869
GNGT1,0.235090811,0,4597,2.35E-01,5466,-869
TFPI2,0.235090811,0,4598,2.35E-01,5467,-869
DNM3,0.235098075,0,4599,2.35E-01,5468,-869
ACOX2,0.23515715,0,4600,2.35E-01,5469,-869
KCTD6,0.23515715,0,4601,2.35E-01,5470,-869
LOC100686309,0.235224495,0,4602,2.35E-01,5471,-869
SLC8A3,0.235329667,0,4603,2.35E-01,5472,-869
LUC7L3,0.235400728,0,4604,2.35E-01,5473,-869
DEGS2,0.235481021,0,4605,2.35E-01,5474,-869
AFF3,0.235698038,0,4606,2.36E-01,5475,-869
MRPL30,0.235698038,0,4607,2.36E-01,5476,-869
OSBP,0.235721954,0,4608,2.36E-01,5477,-869
RORC,0.236034001,0,4609,2.36E-01,5478,-869
LRIT1,0.236078904,0,4610,2.36E-01,5479,-869
ATP6V1E1,0.236078904,0,4611,2.36E-01,5480,-869
BID,0.236078904,0,4612,2.36E-01,5481,-869
RNF180,0.236100066,0,4613,2.36E-01,5482,-869
ABRA,0.236100066,0,4614,2.36E-01,5483,-869
LOC102153821,0.236100066,0,4615,2.36E-01,5484,-869
ABI3,0.236204523,0,4616,2.36E-01,5485,-869
GNGT2,0.236204523,0,4617,2.36E-01,5486,-869
NOA1,0.236379501,0,4618,2.36E-01,5487,-869
IGFBP7,0.236379501,0,4619,2.36E-01,5488,-869
PKP2,0.236531575,0,4620,2.37E-01,5489,-869
CCDC68,0.236758613,0,4621,2.37E-01,5490,-869
TRRAP,0.236815154,0,4622,2.37E-01,5491,-869
ASUN,0.23682358,0,4623,2.37E-01,5492,-869
LOC106557558,0.236872122,0,4624,2.37E-01,5493,-869
LOC483802,0.236872671,0,4625,2.37E-01,5494,-869
CCDC168,0.236921206,0,4626,2.37E-01,5495,-869
KDELC1,0.236921206,0,4627,2.37E-01,5496,-869
LOC102152083,0.23700113,0,4628,2.37E-01,5497,-869
LOC106558536,0.237140146,0,4629,2.37E-01,5498,-869
LOC102152044,0.237144063,0,4630,2.37E-01,5499,-869
NUDT7,0.237185381,0,4631,2.37E-01,5500,-869
STEAP2,0.23719913,0,4632,2.37E-01,5501,-869
CFAP69,0.23719913,0,4633,2.37E-01,5502,-869
ABCB6,0.948829185,3,12069,2.37E-01,5503,6566
SOCS6,0.237233878,0,4635,2.37E-01,5504,-869
TMEM43,0.474502702,1,7865,2.37E-01,5505,2360
LOC106558080,0.237263615,0,4636,2.37E-01,5506,-870
PVALB,0.237531173,0,4637,2.38E-01,5507,-870
LOC102151640,0.237531173,0,4638,2.38E-01,5508,-870
GMFB,0.237652636,0,4639,2.38E-01,5509,-870
LOC106558354,0.237652636,0,4640,2.38E-01,5510,-870
CTNND1,0.237682617,0,4641,2.38E-01,5511,-870
LOC106558296,0.237756744,0,4642,2.38E-01,5512,-870
EMC8,0.237761109,0,4644,2.38E-01,5513,-869
LOC106558202,0.237889714,0,4645,2.38E-01,5514,-869
CHD5,0.237930308,0,4647,2.38E-01,5515,-868
FOPNL,0.238043277,0,4648,2.38E-01,5516,-868
LOC100856036,0.238248257,0,4650,2.38E-01,5517,-867
RGMA,0.238275452,0,4651,2.38E-01,5518,-867
IKBKB,0.715354944,2,10337,2.38E-01,5519,4818
PDE3B,0.238884412,0,4652,2.39E-01,5520,-868
CAPZB,0.238916055,0,4653,2.39E-01,5521,-868
RDX,0.478005587,1,7910,2.39E-01,5522,2388
PDLIM4,0.239048984,0,4654,2.39E-01,5523,-869
FAM8A1,0.239048984,0,4655,2.39E-01,5524,-869
STAB1,0.239050633,0,4656,2.39E-01,5525,-869
LOC102156041,0.239340324,0,4658,2.39E-01,5526,-868
ATG10,0.239555109,0,4660,2.40E-01,5527,-867
LOC102151608,0.239633247,0,4661,2.40E-01,5528,-867
DEFB112,0.239715156,0,4662,2.40E-01,5529,-867
COLEC10,0.239858271,0,4663,2.40E-01,5530,-867
BPIFB1,0.239911947,0,4664,2.40E-01,5531,-867
CDK5RAP1,0.239911947,0,4665,2.40E-01,5532,-867
CBFA2T2,0.239911947,0,4666,2.40E-01,5533,-867
EXOC3L4,0.240039568,0,4667,2.40E-01,5534,-867
GTDC1,0.240039568,0,4668,2.40E-01,5535,-867
CIR1,0.240070464,0,4669,2.40E-01,5536,-867
GPR155,0.240070464,0,4670,2.40E-01,5537,-867
LOC102154996,0.240465597,0,4672,2.40E-01,5538,-866
MTUS1,0.240583395,0,4673,2.41E-01,5539,-866
FAM160B1,0.240924287,0,4674,2.41E-01,5540,-866
LOC102154452,0.240924287,0,4675,2.41E-01,5541,-866
TRUB1,0.240924287,0,4676,2.41E-01,5542,-866
LOC106557980,0.240924287,0,4677,2.41E-01,5543,-866
LOC102152860,0.240970186,0,4678,2.41E-01,5544,-866
LOC102157325,0.241011222,0,4679,2.41E-01,5545,-866
TMEM179B,0.241043619,0,4680,2.41E-01,5546,-866
LOC102157390,0.241123538,0,4682,2.41E-01,5547,-865
CENPA,0.241135759,0,4683,2.41E-01,5548,-865
LOC106559676,0.241405265,0,4684,2.41E-01,5549,-865
SPAM1,0.241419016,0,4685,2.41E-01,5550,-865
HYAL4,0.241419016,0,4686,2.41E-01,5551,-865
DMP1,0.482921467,1,7998,2.41E-01,5552,2446
LOC106560181,0.241470405,0,4687,2.41E-01,5553,-866
LOC102156238,0.241927187,0,4689,2.42E-01,5554,-865
LOC102155601,0.242028026,0,4690,2.42E-01,5555,-865
TBC1D5,0.242147304,0,4691,2.42E-01,5556,-865
LOC102152924,0.242147304,0,4692,2.42E-01,5557,-865
LOC102155517,0.242190144,0,4693,2.42E-01,5558,-865
LOC106558229,0.242271714,0,4694,2.42E-01,5559,-865
NPR3,0.242428409,0,4695,2.42E-01,5560,-865
SPHKAP,0.242428409,0,4696,2.42E-01,5561,-865
LOC102153787,0.242428409,0,4697,2.42E-01,5562,-865
ZNF518A,0.242506086,0,4698,2.43E-01,5563,-865
KIF21A,0.485619718,1,8030,2.43E-01,5564,2466
LRRC39,0.242969484,0,4702,2.43E-01,5565,-863
TRMT13,0.242969484,0,4704,2.43E-01,5566,-862
CCDC157,0.243010009,0,4705,2.43E-01,5567,-862
LOC102156840,0.24323767,0,4706,2.43E-01,5568,-862
TEX30,0.243241236,0,4707,2.43E-01,5569,-862
HMG20A,0.243335061,0,4708,2.43E-01,5570,-862
LOC106560055,0.24351254,0,4709,2.44E-01,5571,-862
LOC102156128,0.243579374,0,4710,2.44E-01,5572,-862
LOC102156193,0.243579374,0,4711,2.44E-01,5573,-862
TMTC4,0.243701307,0,4712,2.44E-01,5574,-862
LOC102155326,0.243721534,0,4713,2.44E-01,5575,-862
LOC106557835,0.244053404,0,4714,2.44E-01,5576,-862
RASL10A,0.244053404,0,4715,2.44E-01,5577,-862
LOC102155240,0.244152389,0,4716,2.44E-01,5578,-862
NREP,0.244152389,0,4717,2.44E-01,5579,-862
PJA2,0.244152389,0,4718,2.44E-01,5580,-862
FBXL17,0.244152389,0,4719,2.44E-01,5581,-862
C6,0.488431708,1,8054,2.44E-01,5582,2472
ADORA1,0.244232621,0,4720,2.44E-01,5583,-863
LOC102152802,0.244232621,0,4721,2.44E-01,5584,-863
PTPDC1,0.24432845,0,4722,2.44E-01,5585,-863
STRIP1,0.244359047,0,4723,2.44E-01,5586,-863
